systematic_id ; common_name ; description
YNR072W ; HXT17 ; Putative transmembrane polyol transporter
YNR073C ; MAN2 ; Mannitol dehydrogenase
YNR074C ; AIF1 ; Mitochondrial cell death effector
YOL001W ; PHO80 ; Cyclin
YOL002C ; IZH2 ; Plasma membrane receptor for plant antifungal osmotin
YOL003C ; PFA4 ; Palmitoyltransferase with autoacylation activity
YOL004W ; SIN3 ; Component of both the Rpd3S and Rpd3L histone deacetylase complexes
YOL005C ; RPB11 ; RNA polymerase II subunit B12.5
YOL006C ; TOP1 ; Topoisomerase I
YOL007C ; CSI2 ; Protein of unknown function
YOL008W ; COQ10 ; Coenzyme Q (ubiquinone) binding protein
YOL009C ; MDM12 ; Mitochondrial outer membrane protein, ERMES complex subunit
YOL010W ; RCL1 ; Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis
YOL011W ; PLB3 ; Phospholipase B (lysophospholipase) involved in lipid metabolism
YOL012C ; HTZ1 ; Histone variant H2AZ
YOL013C ; HRD1 ; Ubiquitin-protein ligase involved in ER-associated degradation (ERAD)
YOL014W ; nan ; Putative protein of unknown function
YOL015W ; IRC10 ; Protein of unknown function
YOL016C ; CMK2 ; Calmodulin-dependent protein kinase
YOL017W ; ESC8 ; Protein involved in telomeric and mating-type locus silencing
YOL018C ; TLG2 ; Syntaxin-like t-SNARE
YOL019W ; nan ; Protein involved in secretion and cell wall organization
YOL020W ; TAT2 ; High affinity tryptophan and tyrosine permease
YOL021C ; DIS3 ; Exosome core complex catalytic subunit
YOL022C ; TSR4 ; Cytoplasmic assembly chaperone for ribosomal protein Rps2p
YOL023W ; IFM1 ; Mitochondrial translation initiation factor 2
YOL024W ; nan ; Putative protein of unknown function
YOL025W ; LAG2 ; Protein that negatively regulates the SCF E3-ubiquitin ligase
YOL026C ; MIM1 ; Mitochondrial protein required for outer membrane protein import
YOL027C ; MDM38 ; Membrane-associated mitochondrial ribosome receptor
YOL030W ; GAS5 ; 1,3-beta-glucanosyltransferase
YOL031C ; SIL1 ; Nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p
YOL032W ; OPI10 ; Protein with a possible role in phospholipid biosynthesis
YOL033W ; MSE1 ; Mitochondrial glutamyl-tRNA synthetase
YOL034W ; SMC5 ; Subunit of the SMC5-SMC6 complex
YOL036W ; nan ; Protein of unknown function
YOL038W ; PRE6 ; Alpha 4 subunit of the 20S proteasome
YOL039W ; RPP2A ; Ribosomal protein P2 alpha
YOL040C ; RPS15 ; Protein component of the small (40S) ribosomal subunit
YOL041C ; NOP12 ; Nucleolar protein involved in pre-25S rRNA processing
YOL042W ; NGL1 ; Putative endonuclease
YOL043C ; NTG2 ; DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase
YOL044W ; PEX15 ; Tail-anchored type II integral peroxisomal membrane protein
YOL045W ; PSK2 ; PAS-domain containing serine/threonine protein kinase
YOL047C ; LDS2 ; Protein Involved in spore wall assembly
YOL048C ; RRT8 ; Protein involved in spore wall assembly
YOL049W ; GSH2 ; Glutathione synthetase
YOL051W ; GAL11 ; Subunit of the RNA polymerase II mediator complex
YOL052C ; SPE2 ; S-adenosylmethionine decarboxylase
YOL052C-A ; DDR2 ; Multi-stress response protein
YOL053W ; AIM39 ; Protein of unknown function
YOL054W ; PSH1 ; E3 ubiquitin ligase targeting centromere-binding protein Cse4p
YOL055C ; THI20 ; Trifunctional enzyme of thiamine biosynthesis, degradation and salvage
YOL056W ; GPM3 ; Nonfunctional homolog of Gpm1p phosphoglycerate mutase
YOL057W ; nan ; Dipeptidyl-peptidase III
YOL058W ; ARG1 ; Arginosuccinate synthetase
YOL059W ; GPD2 ; NAD-dependent glycerol 3-phosphate dehydrogenase
YOL060C ; MAM3 ; Protein required for normal mitochondrial morphology
YOL061W ; PRS5 ; 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase
YOL062C ; APM4 ; Cargo-binding mu subunit of AP-2
YOL063C ; CRT10 ; Protein required for the degradation of mutant 25S rRNAs
YOL064C ; MET22 ; Bisphosphate-3'-nucleotidase
YOL065C ; INP54 ; Phosphatidylinositol 4,5-bisphosphate 5-phosphatase
YOL066C ; RIB2 ; Bifunctional DRAP deaminase tRNA:pseudouridine synthase
YOL067C ; RTG1 ; Transcription factor (bHLH) involved in interorganelle communication
YOL068C ; HST1 ; NAD(+)-dependent histone deacetylase
YOL069W ; NUF2 ; Component of the kinetochore-associated Ndc80 complex
YOL070C ; NBA1 ; Protein involved in axial bud site selection
YOL071W ; SDH5 ; Protein required for flavinylation of Sdh1p
YOL072W ; THP1 ; Nuclear pore-associated protein
YOL073C ; DSC2 ; Multi-transmembrane subunit of the DSC ubiquitin ligase complex
YOL075C ; nan ; Putative ABC transporter
YOL076W ; MDM20 ; Non-catalytic subunit of the NatB N-terminal acetyltransferase
YOL077C ; BRX1 ; Nucleolar protein
YOL077W-A ; ATP19 ; Subunit k of the mitochondrial F1F0 ATP synthase
YOL078W ; AVO1 ; Component of a membrane-bound complex containing the Tor2p kinase
YOL080C ; REX4 ; Putative RNA exonuclease
YOL081W ; IRA2 ; GTPase-activating protein
YOL082W ; ATG19 ; Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway
YOL083W ; ATG34 ; Receptor protein involved in selective autophagy during starvation
YOL084W ; PHM7 ; Protein of unknown function
YOL086C ; ADH1 ; Alcohol dehydrogenase
YOL086W-A ; MHF1 ; Component of the heterotetrameric MHF histone-fold complex
YOL087C ; DUF1 ; Ubiquitin-binding protein of unknown function
YOL088C ; MPD2 ; Member of the protein disulfide isomerase (PDI) family
YOL089C ; HAL9 ; Putative transcription factor containing a zinc finger
YOL090W ; MSH2 ; Protein that binds to DNA mismatches
YOL091W ; SPO21 ; Component of the meiotic outer plaque of the spindle pole body
YOL092W ; YPQ1 ; Putative vacuolar membrane transporter for cationic amino acids
YOL093W ; TRM10 ; tRNA methyltransferase
YOL094C ; RFC4 ; Subunit of heteropentameric Replication factor C (RF-C)
YOL095C ; HMI1 ; Mitochondrial inner membrane localized ATP-dependent DNA helicase
YOL096C ; COQ3 ; O-methyltransferase
YOL097C ; WRS1 ; Cytoplasmic tryptophanyl-tRNA synthetase
YOL098C ; SDD3 ; Putative metalloprotease
YOL100W ; PKH2 ; Serine/threonine protein kinase
YOL101C ; IZH4 ; Membrane protein involved in zinc ion homeostasis
YOL102C ; TPT1 ; tRNA 2'-phosphotransferase that catalyzes final step in tRNA splicing
YOL103W ; ITR2 ; Myo-inositol transporter
YOL104C ; NDJ1 ; Protein that regulates meiotic SPB cohesion and telomere clustering
YOL105C ; WSC3 ; Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway
YOL107W ; nan ; Putative protein of unknown function
YOL108C ; INO4 ; Transcription factor involved in phospholipid synthesis
YOL109W ; ZEO1 ; Peripheral membrane protein of the plasma membrane
YOL110W ; SHR5 ; Palmitoyltransferase subunit
YOL111C ; MDY2 ; Protein involved in inserting tail-anchored proteins into ER membranes
YOL112W ; MSB4 ; GTPase-activating protein of the Ras superfamily
YOL113W ; SKM1 ; Member of the PAK family of serine/threonine protein kinases
YOL114C ; PTH4 ; Protein similar to the human peptidyl-tRNA hydrolase gene ICT1
YOL115W ; PAP2 ; Non-canonical poly(A) polymerase
YOL116W ; MSN1 ; Transcriptional activator
YOL117W ; RRI2 ; Subunit of the COP9 signalosome (CSN) complex
YOL119C ; MCH4 ; Protein with similarity to mammalian monocarboxylate permeases
YOL120C ; RPL18A ; Ribosomal 60S subunit protein L18A
YOL121C ; RPS19A ; Protein component of the small (40S) ribosomal subunit
YOL122C ; SMF1 ; Divalent metal ion transporter
YOL123W ; HRP1 ; Subunit of cleavage factor I
YOL124C ; TRM11 ; Catalytic subunit of adoMet-dependent tRNA methyltransferase complex
YOL125W ; TRM13 ; 2'-O-methyltransferase
YOL126C ; MDH2 ; Cytoplasmic malate dehydrogenase
YOL127W ; RPL25 ; Ribosomal 60S subunit protein L25
YOL128C ; YGK3 ; Protein kinase related to mammalian GSK-3 glycogen synthase kinases
YOL129W ; VPS68 ; Vacuolar membrane protein of unknown function
YOL130W ; ALR1 ; Plasma membrane Mg(2+) transporter
YOL131W ; nan ; Putative protein of unknown function
YOL132W ; GAS4 ; 1,3-beta-glucanosyltransferase
YOL133W ; HRT1 ; RING-H2 domain core subunit of multiple ubiquitin ligase complexes
YOL135C ; MED7 ; Subunit of the RNA polymerase II mediator complex
YOL136C ; PFK27 ; 6-phosphofructo-2-kinase
YOL137W ; BSC6 ; Protein of unknown function with 8 putative transmembrane segments
YOL138C ; RTC1 ; Subunit of SEACAT, a subcomplex of the SEA complex
YOL139C ; CDC33 ; Translation initiation factor eIF4E
YOL140W ; ARG8 ; Acetylornithine aminotransferase
YOL141W ; PPM2 ; AdoMet-dependent tRNA methyltransferase
YOL142W ; RRP40 ; Exosome non-catalytic core component
YOL143C ; RIB4 ; Lumazine synthase (DMRL synthase)
YOL144W ; NOP8 ; Nucleolar protein required for 60S ribosomal subunit biogenesis
YOL145C ; CTR9 ; Component of the Paf1p complex involved in transcription elongation
YOL146W ; PSF3 ; Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p)
YOL147C ; PEX11 ; Peroxisomal protein required for medium-chain fatty acid oxidation
YOL148C ; SPT20 ; Subunit of the SAGA transcriptional regulatory complex
YOL149W ; DCP1 ; Subunit of the Dcp1p-Dcp2p decapping enzyme complex
YOL151W ; GRE2 ; 3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase
YOL152W ; FRE7 ; Putative ferric reductase with similarity to Fre2p
YOL154W ; ZPS1 ; Putative GPI-anchored protein
YOL158C ; ENB1 ; Ferric enterobactin transmembrane transporter
YOL159C ; CSS3 ; Protein of unknown function, secreted when constitutively expressed
YOL159C-A ; nan ; Protein of unknown function
YOL163W ; nan ; Putative protein of unknown function
YOL164W ; BDS1 ; Bacterially-derived sulfatase
YOL165C ; AAD15 ; Putative aryl-alcohol dehydrogenase
YOR001W ; RRP6 ; Nuclear exosome exonuclease component
YOR002W ; ALG6 ; ER-luminal alpha 1,3 glucosyltransferase
YOR003W ; YSP3 ; Putative precursor of the subtilisin-like protease III
YOR004W ; UTP23 ; Component of the small subunit processome
YOR005C ; DNL4 ; DNA ligase required for nonhomologous end-joining (NHEJ)
YOR006C ; TSR3 ; Protein required for 20S pre-rRNA processing
YOR007C ; SGT2 ; Glutamine-rich cytoplasmic cochaperone
YOR008C ; SLG1 ; Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway
YOR009W ; TIR4 ; Cell wall mannoprotein
YOR010C ; TIR2 ; Putative cell wall mannoprotein
YOR011W ; AUS1 ; Plasma membrane sterol transporter of the ATP-binding cassette family
YOR014W ; RTS1 ; B-type regulatory subunit of protein phosphatase 2A (PP2A)
YOR016C ; ERP4 ; Member of the p24 family involved in ER to Golgi transport
YOR017W ; PET127 ; Protein with a role in 5'-end processing of mitochondrial RNAs
YOR018W ; ROD1 ; Alpha-arrestin involved in ubiquitin-dependent endocytosis
YOR019W ; nan ; Protein of unknown function
YOR020C ; HSP10 ; Mitochondrial matrix co-chaperonin
YOR020W-A ; MCO10 ; Putative mitochondrial protein of unknown function
YOR021C ; SFM1 ; SPOUT methyltransferase
YOR022C ; DDL1 ; DDHD domain-containing phospholipase A1
YOR023C ; AHC1 ; Subunit of the Ada histone acetyltransferase complex
YOR025W ; HST3 ; Member of the Sir2 family of NAD(+)-dependent protein deacetylases
YOR026W ; BUB3 ; Kinetochore checkpoint WD40 repeat protein
YOR027W ; STI1 ; Evolutionarily-conserved Hsp90 cochaperone
YOR028C ; CIN5 ; Basic leucine zipper (bZIP) transcription factor of the yAP-1 family
YOR030W ; DFG16 ; Probable multiple transmembrane protein
YOR032C ; HMS1 ; bHLH protein with similarity to myc-family transcription factors
YOR033C ; EXO1 ; 5'-3' exonuclease and flap-endonuclease
YOR034C ; AKR2 ; Ankyrin repeat-containing protein
YOR035C ; SHE4 ; Protein containing a UCS (UNC-45/CRO1/SHE4) domain
YOR036W ; PEP12 ; Target membrane receptor (t-SNARE)
YOR037W ; CYC2 ; Mitochondrial peripheral inner membrane protein
YOR038C ; HIR2 ; Subunit of HIR nucleosome assembly complex
YOR039W ; CKB2 ; Beta' regulatory subunit of casein kinase 2 (CK2)
YOR040W ; GLO4 ; Mitochondrial glyoxalase II
YOR042W ; CUE5 ; Ubiquitin-binding protein
YOR043W ; WHI2 ; Negative regulator of TORC1 in response to limiting leucine
YOR044W ; IRC23 ; Protein of unknown function
YOR045W ; TOM6 ; Component of the TOM (translocase of outer membrane) complex
YOR046C ; DBP5 ; Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family
YOR047C ; STD1 ; Protein involved in control of glucose-regulated gene expression
YOR048C ; RAT1 ; Nuclear 5' to 3' single-stranded RNA exonuclease
YOR049C ; RSB1 ; Sphingoid long-chain base (LCB) efflux transporter
YOR051C ; ETT1 ; Nuclear protein that inhibits replication of Brome mosaic virus
YOR052C ; TMC1 ; AN1-type zinc finger protein, effector of proteotoxic stress response
YOR054C ; VHS3 ; Negative regulatory subunit of protein phosphatase 1 Ppz1p
YOR056C ; NOB1 ; Protein involved in proteasomal and 40S ribosomal subunit biogenesis
YOR057W ; SGT1 ; Cochaperone protein
YOR058C ; ASE1 ; Mitotic spindle midzone-localized microtubule bundling protein
YOR059C ; LPL1 ; Phospholipase
YOR060C ; SLD7 ; Protein with a role in chromosomal DNA replication
YOR061W ; CKA2 ; Alpha' catalytic subunit of casein kinase 2 (CK2)
YOR062C ; nan ; Protein of unknown function
YOR063W ; RPL3 ; Ribosomal 60S subunit protein L3
YOR064C ; YNG1 ; Subunit of the NuA3 histone acetyltransferase complex
YOR065W ; CYT1 ; Cytochrome c1
YOR066W ; MSA1 ; Activator of G1-specific transcription factors MBF and SBF
YOR067C ; ALG8 ; Glucosyl transferase
YOR069W ; VPS5 ; Nexin-1 homolog
YOR070C ; GYP1 ; Cis-golgi GTPase-activating protein (GAP) for yeast Rabs
YOR071C ; NRT1 ; High-affinity nicotinamide riboside transporter
YOR073W ; SGO1 ; Component of the spindle checkpoint
YOR074C ; CDC21 ; Thymidylate synthase
YOR075W ; UFE1 ; t-SNARE protein required for retrograde vesicular traffic
YOR076C ; SKI7 ; GTP-binding protein that couples the Ski complex and exosome
YOR077W ; RTS2 ; Basic zinc-finger protein
YOR078W ; BUD21 ; Component of small ribosomal subunit (SSU) processosome
YOR079C ; ATX2 ; Golgi membrane protein involved in manganese homeostasis
YOR080W ; DIA2 ; Origin-binding F-box protein
YOR081C ; TGL5 ; Bifunctional triacylglycerol lipase and LPA acyltransferase
YOR083W ; WHI5 ; Repressor of G1 transcription
YOR084W ; LPX1 ; Peroxisomal matrix-localized lipase
YOR085W ; OST3 ; Gamma subunit of the oligosaccharyltransferase complex of the ER lumen
YOR086C ; TCB1 ; Lipid-binding ER protein involved in ER-plasma membrane tethering
YOR087W ; YVC1 ; Vacuolar cation channel
YOR089C ; VPS21 ; Endosomal Rab family GTPase
YOR090C ; PTC5 ; Mitochondrial type 2C protein phosphatase (PP2C)
YOR091W ; TMA46 ; Protein of unknown function that associates with translating ribosomes
YOR092W ; ECM3 ; Non-essential protein of unknown function
YOR093C ; CMR2 ; Putative protein of unknown function
YOR094W ; ARF3 ; Glucose-repressible ADP-ribosylation factor
YOR095C ; RKI1 ; Ribose-5-phosphate ketol-isomerase
YOR096W ; RPS7A ; Protein component of the small (40S) ribosomal subunit
YOR097C ; nan ; Putative protein of unknown function
YOR098C ; NUP1 ; FG-nucleoporin component of central core of the nuclear pore complex
YOR099W ; KTR1 ; Alpha-1,2-mannosyltransferase
YOR100C ; CRC1 ; Mitochondrial inner membrane carnitine transporter
YOR101W ; RAS1 ; GTPase involved in G-protein signaling in adenylate cyclase activation
YOR103C ; OST2 ; Epsilon subunit of the oligosaccharyltransferase complex
YOR104W ; PIN2 ; Exomer-dependent cargo protein
YOR106W ; VAM3 ; Syntaxin-like vacuolar t-SNARE
YOR107W ; RGS2 ; Negative regulator of glucose-induced cAMP signaling
YOR108W ; LEU9 ; Alpha-isopropylmalate synthase II (2-isopropylmalate synthase)
YOR109W ; INP53 ; Polyphosphatidylinositol phosphatase
YOR110W ; TFC7 ; RNA pol III transcription initiation factor complex (TFIIIC) subunit
YOR111W ; nan ; Putative protein of unknown function
YOR112W ; CEX1 ; Component of nuclear aminoacylation-dependent tRNA export pathway
YOR113W ; AZF1 ; Zinc-finger transcription factor
YOR114W ; DPI34 ; Putative mitochondrial protein of unknown function
YOR115C ; TRS33 ; Core component of TRAPP complexes I, II and IV
YOR116C ; RPO31 ; RNA polymerase III largest subunit C160
YOR117W ; RPT5 ; ATPase of the 19S regulatory particle of the 26S proteasome
YOR118W ; RTC5 ; Protein of unknown function
YOR119C ; RIO1 ; Serine kinase involved in cell cycle regulation and rDNA integrity
YOR120W ; GCY1 ; Glycerol dehydrogenase
YOR122C ; PFY1 ; Profilin
YOR123C ; LEO1 ; Component of the Paf1 complex
YOR124C ; UBP2 ; Ubiquitin-specific protease
YOR125C ; CAT5 ; Protein required for ubiquinone (Coenzyme Q) biosynthesis
YOR126C ; IAH1 ; Isoamyl acetate-hydrolyzing esterase
YOR127W ; RGA1 ; GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP)
YOR128C ; ADE2 ; Phosphoribosylaminoimidazole carboxylase
YOR129C ; AFI1 ; Arf3p polarization-specific docking factor
YOR130C ; ORT1 ; Ornithine transporter of the mitochondrial inner membrane
YOR131C ; nan ; Putative haloacid dehalogenase-like hydrolase
YOR132W ; VPS17 ; Subunit of the membrane-associated retromer complex
YOR133W ; EFT1 ; Elongation factor 2 (EF-2), also encoded by EFT2
YOR134W ; BAG7 ; Rho GTPase activating protein (RhoGAP)
YOR136W ; IDH2 ; Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase
YOR137C ; SIA1 ; Protein of unassigned function
YOR138C ; RUP1 ; Protein that regulates ubiquitination of Rsp5p
YOR140W ; SFL1 ; Transcriptional repressor and activator
YOR141C ; ARP8 ; Nuclear actin-related protein involved in chromatin remodeling
YOR142W ; LSC1 ; Alpha subunit of succinyl-CoA ligase
YOR143C ; THI80 ; Thiamine pyrophosphokinase
YOR144C ; ELG1 ; Subunit of an alternative replication factor C complex
YOR145C ; PNO1 ; Essential nucleolar protein required for pre-18S rRNA processing
YOR147W ; MDM32 ; Mitochondrial inner membrane protein with similarity to Mdm31p
YOR148C ; SPP2 ; Essential protein that promotes the first step of splicing
YOR149C ; SMP3 ; Alpha 1,2-mannosyltransferase
YOR150W ; MRPL23 ; Mitochondrial ribosomal protein of the large subunit
YOR151C ; RPB2 ; RNA polymerase II second largest subunit B150
YOR152C ; ATG40 ; Autophagy receptor with a role in endoplasmic reticulum degradation
YOR153W ; PDR5 ; Plasma membrane ATP-binding cassette (ABC) transporter
YOR154W ; SLP1 ; Glycosylated integral ER membrane protein of unknown function
YOR155C ; ISN1 ; Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase
YOR156C ; NFI1 ; SUMO E3 ligase
